Datetime,T_Outdoor(C),H_Outdoor(g/m3),CO2_Outdoor(g/m3),Radiation_Outdoor(w/m2)
2024-01-02T06:50:00,-1.02,3.48,0.83,0.00
2024-01-02T06:55:00,-1.01,3.48,0.83,0.00
2024-01-02T07:00:00,-1.00,3.48,0.83,0.00
2024-01-02T07:05:00,-0.98,3.48,0.83,0.00
2024-01-02T07:10:00,-0.97,3.48,0.83,0.00
2024-01-02T07:15:00,-0.95,3.47,0.83,0.00
2024-01-02T07:20:00,-0.93,3.47,0.83,0.00
2024-01-02T07:25:00,-0.92,3.47,0.83,0.00
2024-01-02T07:30:00,-0.90,3.46,0.83,0.00
2024-01-02T07:35:00,-0.88,3.46,0.83,0.00
2024-01-02T07:40:00,-0.87,3.46,0.83,0.00
2024-01-02T07:45:00,-0.85,3.45,0.83,0.00
2024-01-02T07:50:00,-0.83,3.45,0.83,0.00
2024-01-02T07:55:00,-0.82,3.44,0.83,0.00
2024-01-02T08:00:00,-0.80,3.44,0.83,0.00
2024-01-02T08:05:00,-0.83,3.44,0.83,0.25
2024-01-02T08:10:00,-0.87,3.43,0.83,0.50
2024-01-02T08:15:00,-0.90,3.43,0.83,0.75
2024-01-02T08:20:00,-0.93,3.42,0.83,1.00
2024-01-02T08:25:00,-0.97,3.42,0.83,1.25
2024-01-02T08:30:00,-1.00,3.42,0.83,1.50
2024-01-02T08:35:00,-1.03,3.41,0.83,1.75
2024-01-02T08:40:00,-1.07,3.41,0.83,2.00
2024-01-02T08:45:00,-1.10,3.40,0.83,2.25
2024-01-02T08:50:00,-1.13,3.40,0.83,2.50
2024-01-02T08:55:00,-1.17,3.40,0.83,2.75
2024-01-02T09:00:00,-1.20,3.39,0.83,3.00
2024-01-02T09:05:00,-1.11,3.39,0.83,8.17
2024-01-02T09:10:00,-1.02,3.38,0.83,13.33
2024-01-02T09:15:00,-0.93,3.38,0.83,18.50
2024-01-02T09:20:00,-0.83,3.37,0.83,23.67
2024-01-02T09:25:00,-0.74,3.37,0.83,28.83
2024-01-02T09:30:00,-0.65,3.36,0.83,34.00
2024-01-02T09:35:00,-0.56,3.36,0.82,39.17
2024-01-02T09:40:00,-0.47,3.35,0.82,44.33
2024-01-02T09:45:00,-0.38,3.34,0.82,49.50
2024-01-02T09:50:00,-0.28,3.34,0.82,54.67
2024-01-02T09:55:00,-0.19,3.33,0.82,59.83
2024-01-02T10:00:00,-0.10,3.32,0.82,65.00
2024-01-02T10:05:00,0.02,3.33,0.82,76.08
2024-01-02T10:10:00,0.15,3.33,0.82,87.17
2024-01-02T10:15:00,0.28,3.34,0.82,98.25
2024-01-02T10:20:00,0.40,3.34,0.82,109.33
2024-01-02T10:25:00,0.53,3.34,0.82,120.42
2024-01-02T10:30:00,0.65,3.35,0.82,131.50
2024-01-02T10:35:00,0.78,3.35,0.82,142.58
2024-01-02T10:40:00,0.90,3.35,0.82,153.67
2024-01-02T10:45:00,1.02,3.36,0.82,164.75
2024-01-02T10:50:00,1.15,3.36,0.82,175.83
2024-01-02T10:55:00,1.27,3.36,0.82,186.92
2024-01-02T11:00:00,1.40,3.36,0.82,198.00
2024-01-02T11:05:00,1.51,3.37,0.82,207.08
2024-01-02T11:10:00,1.62,3.39,0.82,216.17
2024-01-02T11:15:00,1.73,3.40,0.82,225.25
2024-01-02T11:20:00,1.83,3.41,0.82,234.33
2024-01-02T11:25:00,1.94,3.42,0.82,243.42
2024-01-02T11:30:00,2.05,3.43,0.82,252.50
2024-01-02T11:35:00,2.16,3.44,0.82,261.58
2024-01-02T11:40:00,2.27,3.45,0.82,270.67
2024-01-02T11:45:00,2.38,3.46,0.82,279.75
2024-01-02T11:50:00,2.48,3.47,0.82,288.83
2024-01-02T11:55:00,2.59,3.49,0.81,297.92
2024-01-02T12:00:00,2.70,3.50,0.81,307.00
2024-01-02T12:05:00,2.80,3.50,0.81,313.50
2024-01-02T12:10:00,2.90,3.50,0.81,320.00
2024-01-02T12:15:00,3.00,3.51,0.81,326.50
2024-01-02T12:20:00,3.10,3.51,0.81,333.00
2024-01-02T12:25:00,3.20,3.52,0.81,339.50
2024-01-02T12:30:00,3.30,3.52,0.81,346.00
2024-01-02T12:35:00,3.40,3.52,0.81,352.50
2024-01-02T12:40:00,3.50,3.53,0.81,359.00
2024-01-02T12:45:00,3.60,3.53,0.81,365.50
2024-01-02T12:50:00,3.70,3.53,0.81,372.00
2024-01-02T12:55:00,3.80,3.53,0.81,378.50
2024-01-02T13:00:00,3.90,3.54,0.81,385.00
2024-01-02T13:05:00,3.98,3.54,0.81,385.92
2024-01-02T13:10:00,4.05,3.54,0.81,386.83
2024-01-02T13:15:00,4.12,3.54,0.81,387.75
2024-01-02T13:20:00,4.20,3.54,0.81,388.67
2024-01-02T13:25:00,4.28,3.55,0.81,389.58
2024-01-02T13:30:00,4.35,3.55,0.81,390.50
2024-01-02T13:35:00,4.42,3.55,0.81,391.42
2024-01-02T13:40:00,4.50,3.55,0.81,392.33
2024-01-02T13:45:00,4.58,3.55,0.81,393.25
2024-01-02T13:50:00,4.65,3.55,0.81,394.17
2024-01-02T13:55:00,4.72,3.55,0.81,395.08
2024-01-02T14:00:00,4.80,3.55,0.81,396.00
2024-01-02T14:05:00,4.85,3.55,0.81,392.83
2024-01-02T14:10:00,4.90,3.55,0.81,389.67
2024-01-02T14:15:00,4.95,3.56,0.81,386.50
2024-01-02T14:20:00,5.00,3.56,0.81,383.33
2024-01-02T14:25:00,5.05,3.56,0.81,380.17
2024-01-02T14:30:00,5.10,3.56,0.81,377.00
2024-01-02T14:35:00,5.15,3.56,0.80,373.83
2024-01-02T14:40:00,5.20,3.56,0.80,370.67
2024-01-02T14:45:00,5.25,3.56,0.80,367.50
2024-01-02T14:50:00,5.30,3.56,0.80,364.33
